"Why do human have five fingers and five toes?","According to a column that I read written by Joël Carbonnel, Nature has never been able to count above five. A researcher has discovered that when the limbs have more than five digits they become distorted into a bow-legged shape which seriously interferes with normal walking or running. http://www.positivehealth.com/permit/Articles/Regular/joel74.htm","ScienceMathematics"
"Who serves the best burger in the Bay Area?","A friend of mine and I did a taste test a few years back and had to concur with most experts and newspapers - Barney's. They have restaurants in Oakland and SF, although they may have expanded. Burger Joint on Mission in SF wasn't bad, and of couse In-N-Out is awesome for fast food.","DiningOut"
"What is the difference betwen a close knit family and extended family?","A close knit family is simply a family that is close--it could apply to a nuclear family (mom, dad, kids) or extended family (cousins, uncles, grandparents).    An extended family describes a family unit that extends beyond mom, dad, and kids to include cousins, uncles/aunts, and grandparents.","FamilyRelationships"
"My shiba inu puppy is 14 weeks old, and she loooves to play. For some reason, she likes to bite (not a hard bite) fingers / toes / arms / legs / my hair / clothes... pretty much anything. I've read a lot of ideas online like - say no bite! and stop playing with her (she'll just run after you and bite more), turn around and face the other way until she stops (this hurts too much!), give her a toy to play with instead (she will bite the toy and then go back to the fingers holding the toy), etc. Let me know if you have any other suggestions!","I don't recommend any physical punishment even though it may not hurt that much because your dog will lose respect for you or even fear you (if he's very sensitive). This is what I did when my dog bit or mouthed me and it worked very well. The next time she puts her teeth on your skin, scream and retrack in painful expression on your face. Dogs are very visual (that's why they respond better to sign language than to verbal commands.) If she runs after you and bite more, then scream and pretend to cry until she stops. Dogs bites you because it's fun for her and because she thinks it's fun for you, too. But if she sees that you're in distress when she bites, she'll learn to stop doing it.","Pets"
"why did the League of Nations fail? Who were the main actors in this failure?","The failure of the League of Nations to stop the rise of the Axis powers and the start of World War II led to its eventual collapse. Economic sanctions that the League called for against Axis nations were largely ignored, no nation had the stomach to use its military to enforce League rulings, and Axis nations withdrew from the League instead of subjecting themselves to its judgements. The United States was also not a member of the League despite Woodrow Wilson being one of its prime advocates.","ArtsHumanities"
"Who has the best recipe for brining the Turkey?","hands down, it's Alice Waters (of Chez Panisse fame). here's the recipe: http://www.globalgourmet.com/food/special/2000/secrets/brine.html","FoodDrink"
"Nikki Hilton's and Renee Zellwegger's super-short marriages this year got me thinking-- which celebrity had the shortest marriage of all time?","Well, if you overlook one tiny but technical detail (Zsa Zsa Gabor was still married to husband #7) then Mrs. Gabor's marriage to husband #8 was shorter than Britney's. Britney's was 48 hours, while Mrs. Gabor's was just a day.","EntertainmentMusic"
"What is the difference between shareholder and stakeholder ?","The shareholder possesses a part of something, while the stakeholder has an interest (in the non-financial sense of the term) in something. The stakeholders of an organization could be its shareholders, employees, vendors, customers, communities where it operates etc. I have seen this term more and more used in the context of sustainable development: what matters is not just the wealth of the shareholders, owning money is now only one of several goals that also include having positive environmental and social impacts. As usual, Wikipedia has an excellent definition.","BusinessFinance"
"What's a good age to get married?","Age is not as important a factor as maturity. People become mature at different ages, and some never do.","FamilyRelationships"
"How do you find the web site traffic (number of page views) for a particular web site?","Alexa's traffic rankings are a good way to get relative metrics for a site that you're not in control of. Be aware however that their numbers only reflect the group of people that have the Alexa toolbar installed on their computers. Here is Yahoo's listing: http://www.alexa.com/data/details/traffic_details?&compare_sites=&y=p&q=&url=yahoo.com If you are the owner of the site, you can take your webserver logs and run them through an analyzer such as awtats - http://awstats.sourceforge.net/","ComputersInternet"
"Looking for KTV with private rooms, not a karaoke bar.","Fusia is ok..They won't let you consume alcohol in the room.....You can't really compare it with the KTV clubs in Asia which are much more high end.","EntertainmentMusic"
"How will the C230 2006 differ from the 2005 C230?","They will be minor if any. The 2005 model received a significant refreshing and it would not be cost effective to make major changes for 2006.","CarsTransportation"
"Is Lexus anticipating on releasing more models that run on electric / battery power & gasoline?","Yes, the Lexus flagship is going to be available as a hybrid- the LS600h. However, like all Toyota hybrids except the prius, the hybrid technology is biased more towards performance than economy and has no special status with regards to driving in the HOV lanes. It will be at least $70K and be extremely fast but no more efficient than mid-high 20's.","CarsTransportation"
"I am a big cab, zin and sometimes merlot drinker, but my latest thing has been fruit forward reds with a nice peppery bite on the finish. Any recommendations?","Hi, You need to start drinking Syrah and Shiraz. They have great fruit and are famous for their peppery finish.","FoodDrink"
"What is a mullet?","mullet* (mu' lit) 1. any of a family of edible, spiny-rayed fishes found in fresh and salt waters and having a small mouth and feeble teeth, as the striped (or gray) mullet. 2. any haircut which the sides and top of the hair are cut significantly shorter than the back","EducationReference"
"when the (only) coffee machine in MC will be fixed? and alternatively when can i have anice espresso in MC?","not fast enough and not soon enough","ArtsHumanities"
"Looking to buy a new HD video camera? What's the best one out there? Sony I hear has a good one with a retail price of $2000. Any other manufacturers you recommend and what specifications should I look for?","I would wait for HD video, mainly because there are a number of issues with it. It's such a new technology that HD camcorders will halve in price in a relatively short time. Also, with HD video, unless you have a computer hooked up to your HD display, you have no way of editing and then outputing HD video to an HD capable set, so either you're watching raw footage or you're using a computer to watch your video. Once HD consumer DVD devices come out, there will be cheaper solutions for both recording, editing, and outputing HD video, and this should all happen fairly quickly, in a year or so. If you want fantastic quality and have $2000 to spend a used Canon GL2 will offer much better video quality than any HD consumer camcorder, despite the lower resolution. Otherwise, I would wait.","ConsumerElectronics"
"How many pairs of sneakers does Missy Eliott have?","She said in one of her interviews that: I've got over 2,000 (sneakers) - classic Jordans, Adidas, Louis Vuitton, Chanel. It's ridiculous. I try to wear 'em one time each.","EntertainmentMusic"
"Why do we carve pumpkins at Halloween?","Pumpkin carving, like Halloween, came from the Celts. The carved pumpkin with a light inside was supposed to ward off evil spirits. The celts however, not having pumpkins, had to use their smaller, less tasty (and much harder to carve) cousin, the turnip. Carved pumpkins/turnips are sometimes called Jack o' Lanterns from the ancient Irish legend. Jack was a smart, lazy, gambling, selfish lad who, when he died, was not even accepted into Hell. Instead, the devil gave him a pumpkin/turnip with a burning coal inside to light his way as he wandered round the earth.","SocietyCulture"
"What does Archie call his car?","Lizzie is the name of Archie's jalopy car. As in the Archie issue My Heart belongs to Lizzie","EntertainmentMusic"
"I know it isn't Madonna!","Bing Crosby. Not only was he the most successful recording artist of the 20th century, he also was the originator of the modern pop singing style which was only possible with the introduction of amplification and the microphone. Sinatra, who featured in only about 60 movies, based his singing style on Crosby's innovative style. Crosby acted in over 70 movies, was nominated for the Oscar three times and won for Best Actor once.","EntertainmentMusic"
"I'm sick of all the pre-approved credit card solicitations, etc....","Here is a useful link: http://www.ftc.gov/bcp/conline/pubs/alerts/optoutalrt.htm","BusinessFinance"
"What happened to Phoebe Cates? Where is she now?","She's married to Kevin Kline and expecting her third child this winter (2005).","EntertainmentMusic"
"Why do men wear neckties?","I believe it originated in Croatia sometime in the middle ages where it was primarily worn by men to show allegiance to their King. It seems to have gained popularity in France where the French form for Croatia resulted in them being called 'cravat'. Details in the article.","EducationReference"
"I've heard that some Subaru engines are very prone to head gasket failure. If I have bubbles in my coolant reservoir (so many that it overflows coolant -- even when it's not overfilled) does that mean I have a bad head gasket? Also, the temp gage started rising very quickly while in line at a toll booth... but dropped immediately when I upped the engine rpm to move forward (just a few feet and at low speed, so it wasn't airflow past the radiator). No white smoke from the tailpipe.","I think that may be a sign of a blown headgasket. I think if that might be the case the best thing to try is to check the oil to see if any coolant has gotten into it(I think its a brownish milky color if it has), and also maybe check the coolant to see if any oil has gotten into it. Other things you might check are. check under the car to see if coolant is leaking somewhere. It might just be a leak, check the hoses to see if they are wet. changing a hose is quite a bit cheaper than changing a headgasket. those are some things that are easy to do before going under the gun to replacing the headgasket.","CarsTransportation"
"One of the phone wall jack can't receive calls. The rest of 4 jacks can. The problem one has red-green and yellow-black wires connected as others. What are the steps to troubleshoot this problem?","well, you need to put more information pertaining to how the internal wiring is setup/cabled, and if this issue is in a home or a business? Do all 4 jacks use the same phone line/number? If this in your home some possible problems are: -the phone wire or pair you are using may be broken -the wire pairs are not punched down into the RJ11 jack -that particular jack's wiring isn't terminated or connected to your main phone line connection/wire","ConsumerElectronics"
"Where is the nearest US post office in Se 5th Ave, Portland?","204 SW 5th AVE Portland, OR 97204-1897 Phone: (800) ASK-USPS Fax: (503) 294-7892 1020 SE 7th AVE Portland, OR 97214-9998 Phone: (800) ASK-USPS Fax: (503) 231-8715","PoliticsGovernment"
"Why this bird? Any Significance?","It is believed that the pilgrims and indians shared wild turkey and venison on the original Thanksgiving. Turkey's Americanness was established by Benjamin Franklin, who had advocated for the turkey, not the bald eagle, becoming the national bird.","SocietyCulture"
"For a podcasting application, I'd like my web server to be able to receive audio straight from the browser. Something like a Push to talk button. It seems it's possible to do this with Flash. Is there any other way? With Flash, do I need to buy a Macromedia server licence, or are there alternatives to have Flash on the browser talk to my server?","Userplane has an audio/video recorder that will do that - you can check it out at http://www.userplane.com/apps/videoRecorder.cfm","ComputersInternet"
"Anyone have a recommendation for a fun bowling arcade where I can take my whole department?","Depends on what part of town you're in. Express Lanes on Piedmont Circle is convenient in town and great. There is also one near Decatur and others north in the suburbs.","LocalBusinesses"
"Do you believe in miracles?","At first I had a hard time with miracles. The whole idea of supernatural forces overidding the laws of physics etc. But then I realized miracles were just coincidences. They don't really break the laws of physics they just happen to be the result of some really odd one in a million chances happening that will never happen again in a million years. I am convinced there are perfectly logical explanations for all miracles. The only supernatural aspect to it is that God causes them to happen. God doesn't need to break the laws of the universe he created, he just alligns events to happen the way he wants them to and voila! somebody is cured, etc. Just quit calling them miracles and call them coincidences instead and realise that God engineers coincidences. They happen all the time.","ArtsHumanities"
"and if yes, what do they dream of?","MIT researchers have shown that animals do appear to dream, and their dreams seem to replay events that occurred while they were awake. To show this, they recorded distinctive brain activity that occurred when rats ran in a circle while awake. The identical brain activity occurred while the rats were asleep.","Pets"
"Why do we celebrate Christmas eve?","It has become a tradition in some countries.","SocietyCulture"
"I'm trying to make a cell that has a list of other cells. e.g. I want my cell to say [d4's value], [d5's value] Can I do that? Right now when I try, Excel spits out the #value error. Can you help?","Use the CONCATENATE function, with one of the arguments being , The formula you end up with should look something like this: =CONCATENATE(D3,, ,D5)","ComputersInternet"
"Why won't George Bush meet with Cindy Sheehan?","Because he is not aware of the responsibilities of being the President of the US. Bush has made a long history of ignoring the obvious for his own personal gain and arrogance. When things get bad, he has historically veered away from dealing weith things and people responsibly and run home to hide under his extravagant bed. Last time the walls were caving he 'found' Jesus. But Cindy is far too complex for his thought patterns to deal with. He'll meet with Tom, wacko preachers, torturing dictators, but cannot open his presidential door to a citizen and a taxpayer.","NewsEvents"
"Can you give me tips on how to get over an ex?","Surround yourself with friends, family, people who love you. Go on a trip to clear your head. It doesn't have to be expensive, just go camping with some pals or take a day trip to a beautiful outdoor spot. Take up a new hobby. Now is the perfect time to start doing something you didn't have time for before. Exercise. Read humorous and uplifting books (NO romance novels!). Go to the movies (NO sequels to movies you saw with your ex!). Buy fresh fruits and vegetables and make a delicious homecooked meal for your best friends. Get out in the world, get some fresh air, stretch your legs. Take some time to get to know yourself and figure out what you want in life.    Whatever you do, DON'T wallow in self-pity at home. DON'T get drunk and call your ex! DON'T write your ex emails begging to take you back. DON'T hang out in front of your ex's house hoping to bump into him/her. DON'T jump into another relationship right away.","FamilyRelationships"
"Who Shot J.R.? on Dallas or the finale of M*A*S*H?","The finale of M*A*S*H: 'Dallas, by the way, delivered an amazing 53.3 rating and 76 share with its Who Shot JR? wrap-up in 1980. It ranks as the No. 2 show of all time, behind only the 1983 series finale of MASH (60.2/77).'","EntertainmentMusic"
"North Korea has claimed the ability to build nuclear weapons, and has already demonstrated the ability to build rockets capable of reaching all of China's major population centers. Is China concerned about having another nuclear-powered neighbor? Western observers have questioned the reliability and sanity of the North Korean government. How does China view the trustworthiness of North Korea? Does China view North Korea as a potential threat to its security?","China is more concerned with threat from US or Japan than North Korea. Besides, both India and Pakistan have nuclear weapon already and are close to China as well. But it's hardly a big concern for China people.","NewsEvents"
"Who played Will's dad on Will and Grace?","Sydney Pollack played Will's dad.","EntertainmentMusic"
"For around $100, what is the best over the ear headphone?","I recommend the Grado SR-60 headphones. They have excellent sound quality, and work well with portable devices (most higher-end headphones require an amp to work well with portable players). Some people don't like that they look like old-fashioned library headphones, but that also makes them less likely to be stolen!","ConsumerElectronics"
"Why are handicapped bathroom stalls always built at the end of the restroom?","Presumably because they tend to be longer/bigger to accommodate extra space, and the most efficient place to put a larger stall is at the end of the room. (It would be in the way if it were in the middle.)","EducationReference"
"Who said Do, or do not. There is no 'try'?","Yoda said that in Star Wars.","EducationReference"
"Can someone give me tips?","Some fundamentals for men: talk 30-40% and let her talk the rest of the time. Open doors, pick up the tab, and make eye contact. One big mistake I see guys make, and one that I made back in my dating days, is making the date seem more like an interview. Sure, you want to get to know the person, but that doesn't have to be crammed into one night of Q&A. Make an effort to strike up casual conversation, and talk about things that are in the moment. Remember, people evaluate how much they like or dislike you based upon the quality of the experience they have in your presence. If you are able to show people a good time, they will be attracted to you. If you make people feel like they are interviewing for a job, they will not be so keen on another date. (Watch any episode of Blind Date to find out what NOT to do.)","FamilyRelationships"
"What's the ugliest car on the road?","The Pontiac Aztek. Cars like the Scion xB and Toyota Prius are polarizing cars but they sell in big numbers and hit their targets. The Aztek was frighteningly faithful to its concept vehicle and answered a question that no one asked: what would happen if we put a sloping rear window and regular doors on a minivan? Heads should have rolled at GM for that decision, the sales for the Aztek have been abysmal since its launch.","CarsTransportation"
"How many countries and territories are there in the world?","There are 193 countries in the world. http://geography.about.com/library/misc/blnationalcapitals.htm There are 61 territories and 6 disputed territories. http://www.infoplease.com/ipa/A0762461.html","ScienceMathematics"
"looking for a cheap hotel + airfare for new years eve ...since we will be barely spending time in the hotel, a decent (livable) hotel with decent rooms.....somewhere on the strip... pls suggest...","Well.. depend on your definition of cheap. The cheapest hotel I could find that's located on las vegas blvd is around $150 at Mirage. This is cheap enough for me considering the timing in Christmas.","Travel"
"How far is it to the moon?","Mean Distance of Moon from Earth - 238,712 mi (384,400 km) Greatest Distance of Moon from Earth (Apogee) - 252,586 mi (406,740 km) Shortest Distance of Moon from Earth (Perigee) - 221,331 mi (356,410 km)","ScienceMathematics"
"What language gave us the words Kimono and Futon?","Japanese.","EducationReference"
"How did gift giving start on Christmas day?","The tradition of gifts seems to have started with the gifts that the wise men (the Magi) brought to Jesus. As recounted in the Bible's book of Matthew, On coming to the house they saw the child with his mother Mary, and they bowed down and worshipped him. Then they opened their treasures and presented him with gifts of gold and of incense and of myrrh. No one was really in the habit of exchanging elaborate gifts until late in the 1800s. The Santa Claus story, combined with an amazing retailing phenomenon that has grown since the turn of the century, has made gift giving a central focus of the Christmas tradition.","SocietyCulture"
"I have a in-law who is thinking of getting a KIA Van (Sedonna??). I guess there is a deal if buy a brand new Sedonna (sp??), you get a new KIA Rio(sp??) free.","They are a good value and the Koreans have made amazing strides in the past few years. While the first Kias were rolling suicide booths, it looks like the Sedona actually does well in crash tests (see link). The Rio has also been updated for 2006, so if there really is a 2 for 1 deal, the 06 would not be bad. The 05 is pretty horrible though. Also, nothing is free so your friend can probably pick up a sedona without a crappy 2005 rio for even less.","CarsTransportation"
"Which Mercedes-Benzes are rare?","No current Mercedes is truly rare like the classics but the more rare models are-    AMG Models  V12 models (600 series)  Mercedes SLR ($400K) made by McLaren and AMG    Classic mercedes which are renowned as classics are    190SL convertible  300SL Gullwing  1936 500K    My personal favorite was the little known but well loved 190E 2.3-16 of 1986-1988. This was basically a little sports sedan tuned by Cosworth Racing. Not that fast by today's standards but a beautiful and sporty little car.","CarsTransportation"
"Don't want to go overboard on budget or features. Just want something better than a 17 monitor to work and play with. More interested in quality, performance, ease of use.","The answer to this question changes from day to day. Dell flatscreens have a good reputation. If you stay away from the very biggest screens (25 for example) you can save a lot of money. SharkeyExtreme (www.sharkeyextreme.com) recommends 17 LCDs for the most savings (~ $250). If you want something a little bigger, they suggest the Dell Ultrasharp 2005FPW 20.1 LCD. I got one of those myself and it's gorgeous. I checked www.shopper.com and found one for $518.","ComputersInternet"
"What state has its capital at Hartford?","Connecticut","ScienceMathematics"
"What song that was played whenever they showed the dancing baby on Alley McBeal?","Hooked On A Feeling written by Mark James","EntertainmentMusic"
"What does RSVP stand for?","RSVP is the abbreviation of French répondez s'il vous plaît - please reply.","EducationReference"
"Are Lexus vehicles built locally or are they all imported?","All Lexus vehicles are built in Japan, in a variety of facilities. Some are built in dedicated Lexus facilities while others share platform and lines with normal toyota models. The plant where a car is built should not be a significant factor in choosing a car.","CarsTransportation"
"What are some good bargains in Las Vegas?","You simply must check out Cheapo Vegas, if you want bargains there. They review everything - hotels, restaurants, comps, gaming, etc. And they leave out nothing, from the swankiest to the scummiest. Plus they're very funny writers.","Travel"
"What's the oldest amusement park still in operation?","The oldest in the world still operating is called Bakken. It's in Klampenborg, Denmark, and has been operating in the same location since 1583. In the US the oldest park still in operation is Lake Compounce Amusement Park in Bristol, CT. It's been open and in the same location since 1846.","GamesRecreation"
"Walgreen's had two ugly ones to choose from. Any place have a better selection of skirts to lay down beneath the Christmas tree?","Target has a great selection. You can get plain red felt for $4.99, or a variety of more elaborate ones for a lot more. As always, Target is a great choice!","BusinessFinance"
"I know nobody walks in L.A. but what if you don't have a car? What are my options for getting around L.A. by bus or other public transit?","Los Angeles does have a public transit system, including the Metro Red Line and other light rail. However, if you want to get around without a car, you'll have to budget significant time (and I mean significant) to catch connections and lines. Plus, if you miss a connection you can get stranded (I have many times). Not recommended unless you're on the main bus or rail lines. Check the MTA site for more info on transportation routes. Also call their help number--their operators can tell you if a line is particularly problematic!","PoliticsGovernment"
"i tried to sync up my directv series 2 tivo to my yahoo account so i can use yahoo to schedule appointments but was told by directv that this is not possible, is that correct?","Hi, I too have a DirecTV Tivo system and was wondering the same thing. No, we cannot take advantage of the new Y! Tivo service. I called DirecTV customer service twice just to make sure. To add to that, the DirecTV supervisor I talked to said that since they're coming out with their own DVR they are not going to offer any further Tivo software upgrades. Hope this helps--","ConsumerElectronics"
"What does RSS means ?","It means Really Simple Syndication or Rich Site Summary. Dave Winer has a claim to the paternity.","ComputersInternet"
"Who are AMG's competitors?","AMG's competitors are the BMW M series (m3, m5, m6) and audi's s series (s4, s6, s8, rs4, rs6, rs8). Also, Cadillac is coming up with some worthy competition with their V-Series. (sts-v, cts-v, xlr-v)    In general AMG tends to be more balanced on the comfort scale than BMW. They are brutally fast but also very easy to drive and comfortable. For instance all AMG vehicles are automatic transmission whereas all BMW's use either a manual or a sequential manual transmission. Audi is in between. S vehicles are available in both manual and auto versions. Cadillac tends to be more on the sport side as well.","CarsTransportation"
"I just visited Rio and had a great time and found all the great things I heard about it to be true. But I also found the rumor that taxi drivers know nothing about the area entirely true. They seldom knew where major streets or locations were and often got lost. I almost missed my flight because my taxi driver couldn't find the airport and then couldn't find the terminal and ended up driving back on the highway. Is there something about the taxi system in Rio that makes drivers less knowledgable than other areas?","Knowing their profile, my guess is that it's more likely that they actually know excatlly where they are going, but they just want to make more money out of the ride!","Travel"
"Which company gives cheapest quotes for car insaurance ?","Progressive (800-776-4737) open 24/7 advertises that they will give you a quote for car insurance or refer you to another insurance company that will be cheaper. This may be worth a free call. I have had Progressive several years and they have been efficient and courteous. Their claims service was streamlined when my wife's car needed repair after someone hit it in a mall parking lot and drove away without leaving any ID. I believe their rates are relatively low. You can always get multiple quotes to check - but customer service counts too. Good luck.","CarsTransportation"
"What do you think of the Maury Povich Show?","it's cool - much better than sally jesse. plus connie is hot.","EntertainmentMusic"
"Should I return or keep the engagement ring to my ex-fiance?","If you broke up with him, yes.  If he broke up with you, no.","FamilyRelationships"
"How often should I bathe my puppy? Please let me know. :)","According to thepetcenter.com: You can bathe a dog whenever it really needs to be cleaned up. In general, though, a bath every three weeks is about right. And some breeds like Dobes, Boston Terriers and others with short coats may rarely need a bath. Old English Sheepdogs and Collies are a different story! Veterinarians, however, say less is better because frequent bathing can cause dry skin!","Pets"
"When did scrapbooking become so popular, and why? It looks like a lot of work!!","Scrapbooking is popular for several reasons, first and foremost because it's a great way to showcase all the pictures you take and keep stored in boxes. Now instead of pulling out a shoebox of photos, you pull out an album with names of people, dates, place names, etc. It's a legacy to pass down to your kids, or show your friends. It can be a lot of work, but the main thing about scrapbooking is you make it as simple or as complex as you want it. The bare basics is just putting photos on a page, and labelling names and places. If you really want to spend a lot of time, you can do what I call the gourmet layout which is where you put a lot of extraneous stuff to fluff it up. Or you can go somewhere in between. It's all what you make of it!","GamesRecreation"
"Pure luck or Government's way of trying to balance the rich and the poor.","I would put it down to psychology. People who feel they are well-off feel no need to participate in the lottery programs. While those who feel they are less than well off think Why not bet a buck or two on the chance to make a few million?. It would seem to make sense to me. addition: Yes Matt - agreed. I just didn't state it as eloquently. Feeling 'no need to participate' is as you say related to education, and those well off tend to have a better education.","PoliticsGovernment"
"I'm trying to find the titles for two children's books I read as a kid. One was a book that was a large, thin, hardcover book that featured a man who lost his head, and tried various things like a banana, a carved wooden head, etc. He woke up after someone kicked him in the head (yeah, violent, I know). The second book was also hardcover, thin (I guess most kids books are) and featured some kind of room like an empty theater room, which these 5 kids were imagining what might be in the room - some imagined monsters, or some kind of wild musical instrument. It's been bugging me for years to find these books again. If anyone had any ideas please post a response..","Andrew - The first one you're looking for may be The Man Who Lost His Head by Claire Huchet Bishop and Robert McCloskey. Not sure about the other one.","ArtsHumanities"
"Why is the shifter in a Prius like a joystick? and does it worsen the driving experience?","The Prius has a CVT (continuously variable transmission) which does not employ normal gears. As a result, the shifter is just a switch and can take any form that the designers choose to implement. Additionally, since it is totally automatic and transparent in operation, it has a minimal impact on the driving experience as one rapidly grows accustomed to the controls and the driver doesn't interact with it except when putting it in park, drive, or reverse, not actions that occur more than a couple times each trip.","CarsTransportation"
"Looking for a variety of levels - good value, nicer, and super nice :)","Miss Millies on 24th near Castro. Always good, but crowded. Mid-range prices. DeLessios on Market near Gough. Deli /cafeteria style with salad bar. Everything looks delicious! Mid-range prices. Salad bar is priced by weight. Garden Court at the Palace Hotel. Market at (2nd? - right above the Montgomery BART Station). Buttery buffet, champange, live jazz. Pricey. Kate's Kitchen on Haight below Fillmore. HUGE portions and dishes called things like Flarney Garney. Cheap. Tartine on Guerrero at 18th. Baked goods galore. Beforehand or afterwards, walk up 18th to Sanchez, where Philz Coffee JUST opened up a new cafe! The BEST cup of coffee you've ever had. Seriously.","DiningOut"
"In my opinion, Brazil in 1970 (followed by Brazil 82, Netherlands 74, Hungary 54) --as you see, no need to be the champion to be the among the best). Please don't compare France 98 with real good teams like the ones above (yes, they won a world cup, but their team is not among the best in history).","Brazil 1970","Sports"
"How do I protect myself from credit card scam?","If you dont want to pay for the services such as bank of america here are a couple of things you can do to reduce your chances of your identity being stolen 1. shred all your mail 2. By law, you can request 1 copy of your credit history every year from each of the three credit history companies at www.annualcreditreport.com I suggest you stagger your requests to each of them i.e. request experian first then 4 months later request another report from transunion, and another 4 months later from equifax. this way you get a free report every 4 months. 3. dispute anything that is wrong (most common: credit cards forget to tell the credit history guys that you closed your account or paid all your loans in full) 4. when online, try to use virtual credit numbers to make the purchases. this facility is available for citicard customers, and maybe amex. the virtual numbers are good only for 1 use, and useless after that. so if someone steals that, it is useless. 5. when buying something offline, save your receipts, and make sure your statement is accurate. (a favourite scam is to charge maybe 50cents on a statement, that way you dont notice it, but a scammer who charges 10,000 card owners 50cents a month can make $5000 a month no sweat -- and you dont even realize it) 6. also dont forget to shread any credit card solicitations you dont plan to use.","BusinessFinance"
"How many seasons did Seinfeld have?","Seinfeld had a total of nine seasons, spanning from 1990 to 1998... click on the link below to read any script from any episode in any of the seasons of this long running NBC sitcom...try it! it's fun!","EntertainmentMusic"
"Which Christmas song sold the most copies of all time? Who was the artist?","White Christmas by Bing Crosby","EntertainmentMusic"
"if there is no family history of nut allergies, what is a safe age to introduce nuts?","The American Academy of Pediatrics suggests avoiding peanuts and tree nuts until your child turns 3.","PregnancyParenting"
"What will the gun ban in the city accomplish? Will crime rate in San Francisco drop?","The gun ban meassure makes it illegal to posses or sell firearms and ammunition anywhere in the city of San Francisco. The National Rifle Association has sued to overturn this ban. When a similar ban passed in 1982, the NRA sued and succesfully overturned the ban.    As for crime rate, it is hard to predict. A common argument made by right wing gun supporters says, when guns are outlawed, only outlaws will sell guns. And Michael Moore, a prominent left wing activist and film maker, concluded in his film Bowling for Columbine that it is not necessarily the guns that make American culture violent (he points to how Canadians have even greater access to firearms, yet their crime rate is significantly lower).     Anti-gun arguments include: *Citizens have no need to own guns to protect themselves against crime because government is tasked with that obligation. *Guns, being devices implicitly designed to kill, raise the level of violence in any disagreement between people. *Guns are more dangerous to the owners than to intended targets because most gun related deaths are a result of domestic violence, accidents, and suicides.    According to the third link below, when D.C. banned firearms in 1976, the murder rate increased:    Crime has risen significantly since the gun ban went into effect. In the five years before Washington's ban in 1976, the murder rate fell from 37 to 27 per 100,000. In the five years after it went into effect, the murder rate rose back up to 35. In fact, the murder rate after 1976 has never fallen back to what it was in 1976. Robberies and overall violent crime changed just as dramatically.    But obviously in the real world there are many variables that affect the crime rate. So it is hard to truly measure what kind of impact a gun ban has on crime rate since you cannot isolate it from all of the other variables.","NewsEvents"
"Is Poker the new Golf?","Yes. Like golf, you can spend a lifetime working on your game and still see room for improvement. Like golf, no matter what your skill, you can always have a bad day. Like golf, you can have games where you are on fire and nothing will stop you. Unlike golf, you don't have to wear funny clothes.","GamesRecreation"
"What is the difference between a Bachelors and a Masters degree?","One difference between a Bachelors and a Masters degree are the requirements. To gain eligibility for a Bachelors, you must have at least a GED and have scored well enough on the SAT. To be eligible for a Masters Degree, you must have completed a Bachelors degree program, and adequate scores on the GRE. In addition, as a Bachelors degree student, your first year or two focuses on the acquisition of general knowledge and the last few years become more specialized, focusing primarily on classes for your major/minor area. In contrast, the Master's degree program takes usually only 2 years to complete and the student is only focused on learning one speciality area during that time. In addition, a Masters program requires the student to be more of an independent learner, with classes requiring much more research and independent thought.","EducationReference"
"What's the difference between a divorce and an anullment?","Taken from divorcenet.com: A divorce is the legal separation and termination of the marital relationship by the judgment of a court which may be granted only upon a finding by the court that certain grounds for divorce exist. A divorce puts an end to the marital relationship. An annulment is a decree from a court determining that the marriage is legally invalid because of some defect that existed at the time the marriage was entered into. An annulment decree declares that a marital status never existed, unlike a divorce decree that terminates a marriage. The grounds for an annulment include: an underage marriage; bigamy (i.e. one of the parties has another living spouse); mental incompetence of one of the parties; fraud; duress and nonconsummation of the marriage (which may include impotency).","FamilyRelationships"
"I have a Canon Digital Rebel XT DSLR. I already have a Canon EF 17-40L lens which takes great shots, but need a zoom. what should i get?","It depends on what you shoot. For wild life a long telephoto zoom like the 100-400L IS is very convenient. Note that this is a f/5.6 lens (at 400) so is not particularly fast but it is very sharp and the range is very convenient. I've rented this lens a few times and I've always been happy with the results. If you prefer a fast lens the 70-200/2.8 IS is probably the best zoom made by Canon. Very sharp, fast, well made and favored by professionals. Those two lenses are expensive and heavy. If you prefer something lighter: The 70-300 DO IS (strictly speaking not an L lens but close enough) is very light and convenient, especially for travel. Not cheap though. And finally the 70-200/4L is cheap, is not nearly as heavy as the 2.8 lenses, and takes great photos. It doesn't have image stabilization so you'll need to use faster shutter speeds than with the previous lenses, or use a tripod. I personally own the 70-200/2.8L IS and a 75-300/4.0-5.6 III lens. The 75-300 is nowhere near the quality of any of the previous lenses, but it is very light and easy to carry.","ConsumerElectronics"
"After you talk to the battlemaster you end up in the queue. Can I leave and do other quests while waiting or must I stay physically close to the battlemaster to make it into the battleground?","You can go wherever you like. You will only be forced out of the queue if you log off. People generally stick around because they're bored and don't have other things to do, or are just talking, or whatever. I usually go to a battlemaster, join a queue, then fly out somewhere else (at the moment it's Arathi Mountains) and go grind or do quests or whatever. You could even go to the other continent if you want.","GamesRecreation"
